MFR CAT,Feb-22,Apr-22,Jul-22,Sep-22,Oct-22,Feb-23,Mar-23,Apr-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Cost_02/2022,Cost_04/2022,Cost_07/2022,Cost_09/2022,Cost_10/2022,Cost_02/2023,Cost_03/2023,Cost_04/2023,Cost_08/2023,Cost_09/2023,Cost_10/2023,Cost_11/2023,Cost_12/2023,Cost_01/2024,Cost_02/2024,Cost_03/2024,Cost_04/2024,Cost_05/2024,Cost_06/2024,Cost_07/2024,Cost_08/2024,Cost_09/2024,Cost_10/2024,Cost_11/2024,Cost_12/2024,AVG_QTY_RECEIVED_PER_MONTH,AVG_COST_PER_MONTH,TOTAL_QTY_RECEIVED_PER_YEAR,TOTAL_COST_PER_YEAR
MSS111-LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0.08,3.88,2,97
MSS111-PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,0,0,0,0,0,0,0,0.04,1.94,1,48.5
MVP-7Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795,0,0,0,0,0,0,0,0,0,0.04,71.8,1,1795
ONYXNG20008UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0.04,24.8,1,620
ONYXNG20012UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,620,0,0,0,0.08,49.6,2,1240
ONYXNG20015UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0.04,24.8,1,620
ONYXNG27515UX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0.04,23.8,1,595
ONYXNG30015UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0.04,23.8,1,595
ONYXNG30018UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0.04,23.8,1,595
ONYXNG35015UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,595,0,0,0,0,0.08,47.6,2,1190
ONYXNG40038UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0.04,23.8,1,595
OPTI0204CSS10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0.04,60,1,1500
OPTI0206CSS10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0.04,60,1,1500
OPTI0306CSS10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0.04,60,1,1500
OPTI0413CSF10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0.04,60,1,1500
PAPS3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,11,6,7,10,10,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,2190,0,4015,2190,2555,3650,3650,1095,3285,1095,1095,2.96,1080.4,74,27010
PC0830RXC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.08,0,0,0,0,0,0.04,48.3232,1,1208.08
PC0840RXC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.08,0,0,0,0,1400,0,0,0,0,0,0.08,104.3232,2,2608.08
PC0940RXC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.08,0,0,0.04,48.3232,1,1208.08
PC1040RXC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.08,0,0,0,1400,0,1400,0,0,0.12,160.32319999999999,3,4008.08
PCS-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900,3300,0,0,0,0,0,0,0,0,0.32,528,8,13200
PCS-17R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,4950,0,0,1650,0,0,0,0,0.24,396,6,9900
PED-325-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,500,1,12500
PED2-300-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,0.04,525,1,13125
PED2-350-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,0.04,525,1,13125
PED2-400-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0.04,525,1,13125
PED2-400-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,0,0.04,525,1,13125
PED2-400-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0.04,525,1,13125
PED2-425-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,0.04,525,1,13125
PED2-425-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,0,0.04,525,1,13125
PED2-425-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0.04,525,1,13125
PED2-450-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,13125,0,13125,0,0,13125,0,0,0.16,2100,4,52500
PED2-450-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,13125,0,0,0,0,0,0,0.08,1050,2,26250
PED2-450-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,13125,0.08,1050,2,26250
PED2-450-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14070,0.04,562.8,1,14070
PED2-450-35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,562.8,1,14070
PED2-500-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,0,0,0,0,0,0,0,0,0.04,525,1,13125
PED2-500-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14070,0,14070,0,0,0,0,0,0,0,0,0,0.08,1125.6,2,28140
PED2-500-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14070,0.04,562.8,1,14070
PED2-500-35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33510,0,0,0,0,0,14070,0,0,0,0,0,0.12,1903.2,3,47580
PED3-021-350-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780,0,0,0,0.04,551.2,1,13780
PED3-027-400-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780,0,0,0,0,0,27560,0,0,0,0.12,1653.6,3,41340
PED3-027-450-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780,0,0,0,0.04,551.2,1,13780
PED3-027-450-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780,0,0,0,0,0,0,0,0,0,0.04,551.2,1,13780
PED3-027-550-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14775,0,0,0.04,591,1,14775
PNS5F120BER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0.08,10,2,250
PNS5F130BER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,9,5,9,8,4,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,750,125,1125,625,1125,1000,500,1250,0,1625,3.04,380,76,9500
PNS5F130H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,250,0,0,625,0.44,55,11,1375
PNS5F130SIM,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,12,21,16,13,34,26,5,26,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3375,1625,1500,2625,2000,1625,4250,3250,625,3250,2500,1875,9.12,1140,228,28500
PST3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,3,6,16,10,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5110,0,0,3650,1095,2190,5840,3650,0,2190,730,1095,2.8,1022,70,25550
QC-4-10-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0.04,30,1,750
QC-4-12-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0.04,30,1,750
QC-5-15-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0.04,30,1,750
QC-6-15-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0.04,30,1,750
QC-6-20-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0.04,30,1,750
QC-7-30-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0.04,30,1,750
QC-8-15-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0.04,30,1,750
QC-8-30-3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0.04,30,1,750
RF*WA25110M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.4,0,0,1064.8,0.24,63.88799999999999,6,1597.1999999999998
RFX058-115-08,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,2390,0,0,2390,1195,1195,1195,2390,0,1195,0.48,573.6,12,14340
RFX058-125-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,1195,0,0,0,0,0,0,1195,2390,0.2,239,5,5975
RFX072-105-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0.08,63.6,2,1590
RFX072-115-08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385,0,0,0,0,0,0,795,0,795,0,0,0.2,159,5,3975
RFZV95110M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.75,0,0,0,0,0,0,0,0.04,9.75,1,243.75
RSS501,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.1,0,489.15,0,0,0,0,0,0,0,0,0,0.32,32.61,8,815.25
RSS601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.15,0,0,0,0,0,0,0,0,0,0.2,19.566,5,489.15
S620GH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228.7,0,0,0,0,0,0,0,0,0,0.08,89.148,2,2228.7
SCR120410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0.04,68,1,1700
SCR120412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0.08,136,2,3400
SCR120515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,0,0,0,0,0.16,272,4,6800
SF7072-095-27-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0.04,70,1,1750
SF7072-105-27-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0.04,70,1,1750
SFR4-3-20-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,0,6250,12500,0,6250,0,0,12500,12500,0,12500,0.44,2750,11,68750
SFR4-4-20-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,0,6250,6250,12500,6250,12500,0.32,2000,8,50000
SFR4-4-40-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,2,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,31250,6250,12500,6250,12500,18750,12500,6250,12500,0,6250,0.84,5250,21,131250
SFR4-6-40-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,0,0,18750,0,6250,0,0,0.2,1250,5,31250
SHD180312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0.08,144,2,3600
SHD180415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0.16,288,4,7200
SHD180520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0.08,144,2,3600
SK700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.2,0,0,0,0,0,0,0.04,25.088,1,627.2
TD01,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,50,40,50,30,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,620,0,0,1550,1240,1550,930,0,1240,930,0,12.4,384.4,310,9610
TRB24-REG,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,15,10,0,17,8,10,16,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,4200,0,3150,2100,0,3570,1680,2100,3360,1680,4200,5.28,1081.6,132,27040
TRB29-LRG,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,750,0,0,1260,0,1680,0,0,0,0,0,1.12,187.6,28,4690
TRPP7144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,0,0,0,0,0,0,6200,0,0.12,744,3,18600
TRPP7166,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,0,0,0,0,0,0,0,0,0,6200,24800,0.28,1736,7,43400
Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705,0,0,0,0,0,0,4450,9720,0.4,755,10,18875
VBCR071002A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,0,0,0,0,0,0,0,0,0,0,0,0.04,113.2,1,2830
VBCR081002A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0.04,126,1,3150
VG501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0.12,51.8,3,1295
VIA-17-154-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,1550,0,0,0,1550,0.12,186,3,4650
VIA-17-154-45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,1550,1550,1550,0,0,1550,0,0,0,0,0.2,310,5,7750
VIA-17-154-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0.04,62,1,1550
VIA-33-133-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0.04,62,1,1550
W2-11-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14950,0,0,0,0.04,598,1,14950
W5-4-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16495,16495,0,0,0,0,0,0,0,0,0,0,0,0.08,1319.6,2,32990
W5-5-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16495,0,0,0,32990,0.12,1979.4,3,49485
W5-6-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16495,0,0,0,0,0,0,0,0,0.04,659.8,1,16495
W5-6-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16495,0,0,0,0,0,0,0,0,0,0.04,659.8,1,16495
WAIN-CKI-008-200,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,5,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,1700,0,425,2125,425,0,425,1700,1700,0.96,408,24,10200
WAIN-CKI-10-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,425,850,425,1275,0,0,0,0,0.32,136,8,3400
WAIN-CKI-10-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0.08,34,2,850
WAIN-CKI-200,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,9,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,400,0,400,400,3600,2400,3600,3600,3600,1.96,784,49,19600
WAIN-CKI-300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,400,1600,0,400,0,0,800,0,2800,0,0,0.68,272,17,6800
WAIN-FBK-6S110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0,0,0.16,28,4,700
WAIN-FBK-6SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,350,0,0,0.24,42,6,1050
WAIN-FBK-6SDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,350,175,0,175,0,0,0,0,0,0.28,49,7,1225
WDC-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,185,185,185,0,0,185,185,0,0,370,0.32,59.2,8,1480
XCR120515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,0,0,0,0,0.16,272,4,6800
XCR123509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,0,0,0,0,0.12,204,3,5100